SRV_STD;WC200_DST_SRV_RATE;WC200_DST_SERR_RATE;WC200_DST_RERR_RATE;WC200_SRV_SRC_RATE;WT10_DST_SRV_RATE;MAP_SRC_INIT_HAS_A;MAP_SRC_INIT_HAS_F;MAP_SRC_INIT_HAS_S;MAP_SRC_INIT_HAS_R;MAP_SRC_INIT_HAS_P;MAP_SRC_INIT_HAS_C;MAP_SRC_INIT_HAS_U;MAP_SRC_INIT_HAS_E;STATE_SF;MAP_WC200_DST_CNT;MAP_WC200_SRV_CNT;MAP_WT10_DST_CNT;MAP_WT10_SRV_CNT;MAP_SRC_BYTES;IS_NA;IS_AS;IS_DBC;IS_FT;IS_HTTP;IS_MI;IS_MM;IS_NW;IS_RA;IS_UK
HTTP;0.555;0;0.18;0;0.608;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.56;0;0.18;0;0.608;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.625;0;0.15;0;0.628;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.09;0.255;0.006;0;0;0;1;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.645;0;0.09;0.005;0.642;0;0;1;0;0;0;0;0;1;1;1;1;1;5.49E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.11;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;4.66E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.045;0;0.105;0;0.018;0;0;1;0;0;0;0;0;1;1;1;1;1;1.56E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.05;0;0.105;0;0.02;0;0;1;0;0;0;0;0;1;1;1;1;1;1.56E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.055;0;0.105;0;0.022;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.01;0;0.105;0;0.014;0;0;1;0;0;0;0;0;1;1;1;1;1;6.51E-03;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.12;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.58E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.14;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;8.58E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.145;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.50E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.06;0;0.155;0;0.024;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.565;0;0.195;0;0.622;0;0;1;0;0;0;0;0;1;1;1;1;1;1.79E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.22;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.56E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.255;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.42E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.29;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;7.56E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.43;0;0.305;0;0.596;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.44;0;0.295;0;0.596;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.46;0;0.29;0;0.596;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.275;0.005;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.45E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.455;0;0.315;0;0.57;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.45;0;0.32;0;0.572;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.33;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.52E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.395;0;0.375;0;0.556;0;0;1;0;0;0;0;0;1;1;1;1;1;1.76E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.345;0;0.43;0;0.54;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.375;0;0.425;0;0.542;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.015;0;0.42;0.005;0.006;0;0;1;0;0;0;0;0;1;1;1;1;1;6.53E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.37;0;0.43;0;0.508;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.425;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.67E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.43;0.005;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;8.51E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.39;0;0.435;0;0.492;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.4;0;0.43;0;0.496;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.425;0.005;0.004;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.38;0;0.445;0;0.488;0;0;1;0;0;0;0;0;1;1;1;1;1;1.79E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.42;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.52E-01;0;1;0;0;0;0;0;0;0;0
NW;0.005;0;0.44;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;1.25E+00;0;0;0;0;0;0;0;1;0;0
HTTP;0.375;0;0.42;0;0.466;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.44;0.005;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.56E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.36;0;0.43;0;0.45;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.45;0.005;0.004;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.45;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;3.67E-02;0;1;0;0;0;0;0;0;0;0
HTTP;0.315;0;0.45;0;0.426;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.34;0;0.415;0;0.422;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
UK;0;0;0.395;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;7.51E-02;0;0;0;0;0;0;0;0;0;1
UK;0.035;0;0.06;0;0.028;0;0;1;0;0;0;0;0;1;1;1;1;1;3.84E-01;0;0;0;0;0;0;0;0;0;1
AS;0.01;0;0.43;0.005;0.008;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.43;0;0.008;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.43;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;6.05E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.44;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.68E-01;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.425;0;0.008;0;0;1;0;0;0;0;0;1;1;1;1;1;5.70E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.43;0.005;0.006;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.44;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;4.10E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.45;0.01;0.004;0;0;0;1;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.02;0;0.055;0;0.01;1;1;0;0;0;0;0;0;1;1;1;1;1;9.94E-04;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.46;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.87E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.46;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.54E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.46;0.005;0.006;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.46;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.45E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.015;0;0.09;0;0.02;0;0;1;0;0;0;0;0;1;1;1;1;1;1.98E-01;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.455;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;6.59E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.455;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;4.10E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.455;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.63E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.455;0.005;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;7.54E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.455;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.46E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.295;0;0.47;0;0.35;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.405;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;2.57E-01;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.41;0.005;0.016;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
MM;0.01;0;0.41;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;3.76E-02;0;0;0;0;0;0;1;0;0;0
AS;0.01;0;0.42;0.005;0.014;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.43;0.005;0.01;0;0;1;0;0;0;0;0;1;1;1;1;1;8.30E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.31;0;0.455;0;0.35;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.45;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.74E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.465;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;8.31E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.45;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.54E-02;0;1;0;0;0;0;0;0;0;0
HTTP;0.295;0;0.46;0;0.342;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.32;0;0.44;0;0.352;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.43;0;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;5.44E-01;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.435;0;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;5.79E-01;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.435;0.005;0.014;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
UK;0;0;0.11;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;3.00E-01;0;0;0;0;0;0;0;0;0;1
AS;0;0;0.41;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.46E-01;0;1;0;0;0;0;0;0;0;0
AS;0.01;0;0.415;0.005;0.008;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.415;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;8.46E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.425;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;8.61E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.43;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.54E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.435;0.19;0;1;1;0;0;0;0;0;0;1;1;1;1;1;4.57E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0;0;0.125;0.005;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0.001054187;0;0;0;0;1;0;0;0;0;0
HTTP;0.015;0;0.125;0;0.006;1;0;0;1;0;0;0;0;1;1;1;1;1;4.91E-03;0;0;0;0;1;0;0;0;0;0
UK;0.01;0;0.445;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;1.72E-01;0;0;0;0;0;0;0;0;0;1
AS;0.005;0;0.435;0.005;0.01;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.42;0.005;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;6.54E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.025;0;0.435;0;0.026;0;0;1;0;0;0;0;0;1;1;1;1;1;6.57E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.405;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;6.54E-02;0;1;0;0;0;0;0;0;0;0
HTTP;0.37;0;0.385;0;0.356;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.38;0;0.375;0;0.354;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0.03;0;0.39;0.005;0.018;0;0;1;0;0;0;0;0;1;1;1;1;1;5.70E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.395;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;5.52E-02;0;0;0;0;1;0;0;0;0;0
UK;0.01;0;0.38;0;0.006;0;0;1;0;0;0;0;0;1;1;1;1;1;2.46E+00;0;0;0;0;0;0;0;0;0;1
HTTP;0.005;0;0.37;0;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;3.43E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.01;0;0.36;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;9.49E-02;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.365;0;0.008;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.375;0;0.365;0;0.352;0;0;1;0;0;0;0;0;1;1;1;1;1;1.79E-01;0;0;0;0;1;0;0;0;0;0
UK;0.125;0;0.34;0;0.05;0;0;1;0;0;0;0;0;1;1;1;1;1;1.73E+00;0;0;0;0;0;0;0;0;0;1
AS;0;0;0.36;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;6.58E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.405;0;0.35;0;0.358;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0;0;0.34;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;8.87E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.34;0.015;0.008;0;0;0;1;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.06;0;0.335;0;0.024;0;0;1;0;0;0;0;0;1;1;1;1;1;5.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.01;0;0.335;0.005;0.006;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.4;0;0.33;0;0.35;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.32;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.29E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.42;0;0.32;0;0.358;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.44;0;0.32;0;0.366;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.32;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.40E-01;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.36;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.41E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.41;0;0.335;0;0.354;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.325;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.28E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.4;0;0.355;0;0.354;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.36;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.40E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0;0;0.365;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;4.66E-02;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.36;0.005;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.37E-01;0;1;0;0;0;0;0;0;0;0
AS;0.025;0;0.15;0.015;0.028;0;0;0;1;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0.005;0;0.365;0.005;0.006;1;1;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.345;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;5.57E-01;0;1;0;0;0;0;0;0;0;0
AS;0.015;0;0.36;0.005;0.01;0;0;1;0;0;0;0;0;1;1;1;1;1;5.50E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.37;0;0.365;0;0.376;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.005;0;0.36;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;1.57E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.4;0;0.355;0;0.392;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.4;0;0.355;0.005;0.394;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.485;0;0.325;0;0.434;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.485;0;0.325;0;0.436;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.515;0;0.305;0;0.452;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.525;0;0.3;0;0.452;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.53;0;0.295;0;0.452;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.545;0;0.28;0;0.452;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0;0;0.26;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1.16E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.585;0;0.24;0;0.476;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.615;0;0.21;0;0.492;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
HTTP;0.625;0;0.2;0;0.502;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.005;0;0.345;0;0.004;0;0;1;0;0;0;0;0;1;1;1;1;1;1.70E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.325;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;6.58E-01;0;1;0;0;0;0;0;0;0;0
UK;0.15;0;0.325;0;0.06;1;0;0;0;0;0;0;0;1;1;1;1;1;1.90E+00;0;0;0;0;0;0;0;0;0;1
HTTP;0.66;0;0.16;0;0.498;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.165;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.63E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.015;0;0.17;0;0.006;0;0;1;0;0;0;0;0;1;1;1;1;1;1.81E-02;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.145;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;8.56E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.32;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;6.54E-01;0;1;0;0;0;0;0;0;0;0
UK;0.225;0;0.32;0;0.09;0;0;1;0;0;0;0;0;1;1;1;1;1;1.73E+00;0;0;0;0;0;0;0;0;0;1
AS;0.02;0;0.315;0.315;0.026;0;0;0;1;0;0;0;0;1;1;1;1;1;4.91E-03;0;1;0;0;0;0;0;0;0;0
HTTP;0.01;0;0.315;0;0.014;0;0;1;0;0;0;0;0;1;1;1;1;1;3.43E-01;0;0;0;0;1;0;0;0;0;0
HTTP;0.645;0;0.14;0;0.506;0;0;1;0;0;0;0;0;1;1;1;1;1;1.78E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.3;0;0.006;0;0;1;0;0;0;0;0;1;1;1;1;1;7.53E-01;0;1;0;0;0;0;0;0;0;0
UK;0;0;0.135;0;0.012;0;0;1;0;0;0;0;0;1;1;1;1;1;2.70E-01;0;0;0;0;0;0;0;0;0;1
MM;0.015;0;0.115;0.005;0.006;0;0;0;1;0;0;0;0;1;1;1;1;1;4.91E-03;0;0;0;0;0;0;1;0;0;0
HTTP;0.655;0;0.115;0;0.502;0;0;1;0;0;0;0;0;1;1;1;1;1;1.80E-01;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.11;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;5.73E-01;0;1;0;0;0;0;0;0;0;0
HTTP;0.01;0;0.135;0;0.016;0;0;1;0;0;0;0;0;1;1;1;1;1;1.24E-01;0;0;0;0;1;0;0;0;0;0
UK;0;0;0.135;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;3.86E-01;0;0;0;0;0;0;0;0;0;1
HTTP;0.015;0;0.135;0;0.02;0;0;1;0;0;0;0;0;1;1;1;1;1;2.12E-01;0;0;0;0;1;0;0;0;0;0
UK;0;0;0.135;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;3.86E-01;0;0;0;0;0;0;0;0;0;1
HTTP;0;0;0.125;0.195;0;1;0;0;0;0;0;0;0;1;1;1;1;1;4.91E-03;0;0;0;0;1;0;0;0;0;0
AS;0.005;0;0.295;0;0.008;0;0;1;0;0;0;0;0;1;1;1;1;1;6.54E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.305;0;0.008;0;0;1;0;0;0;0;0;1;1;1;1;1;4.97E-01;0;1;0;0;0;0;0;0;0;0
AS;0.02;0;0.31;0;0.016;0;0;1;0;0;0;0;0;1;1;1;1;1;6.59E-01;0;1;0;0;0;0;0;0;0;0
MM;0;0;0.13;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;6.71E-02;0;0;0;0;0;0;1;0;0;0
HTTP;0;0;0.125;0.005;0;1;1;0;0;0;0;0;0;1;1;1;1;1;9.94E-04;0;0;0;0;1;0;0;0;0;0
AS;0;0;0.13;0;0.002;0;0;1;0;0;0;0;0;1;1;1;1;1;6.50E-01;0;1;0;0;0;0;0;0;0;0
AS;0;0;0.14;0;0.006;0;0;1;0;0;0;0;0;1;1;1;1;1;5.48E-01;0;1;0;0;0;0;0;0;0;0
